categoria,sku,slug,nombre,marca,descripcion_corta,precio,precio_antes,disponibilidad,garantia_meses,destacado,activo,categorias,medida,potencia_rms_w,impedancia_ohm,bobinas,profundidad_mm,sensibilidad_db,configuracion,canales,clase,formato,pantalla_pulg,carplay,android_auto,salidas_preamp_pares,salidas_preamp_voltaje,tipo_ecualizador,bandas,espesor_mm,cobertura_m2,material_insono,calibre_awg,material_conductor,capacidad_w,tipo_accesorio,longitud_m,spec_1_etiqueta,spec_1_valor,spec_2_etiqueta,spec_2_valor,spec_3_etiqueta,spec_3_valor,spec_4_etiqueta,spec_4_valor,spec_5_etiqueta,spec_5_valor,spec_6_etiqueta,spec_6_valor,spec_7_etiqueta,spec_7_valor,spec_8_etiqueta,spec_8_valor,spec_9_etiqueta,spec_9_valor,spec_10_etiqueta,spec_10_valor
Subwoofers,P3D4-12,rockford-fosgate-p3d4-12,"Subwoofer Punch P3 de 12"" P3D4-12",Rockford Fosgate,Subwoofer de 12 pulgadas de doble bobina de 4 ohm,3500,,disponible,,FALSO,VERDADERO,,"12""",600,4,doble,169,85,,,,,,,,,,,,,,,,,,,,Potencia máxima,"1,200 W",Diámetro de corte,285 mm,Caja sellada recomendada,28.8 litros,Caja ventilada recomendada,50.6 litros,Cono,Aluminio anodizado con suspensión Santoprene y tecnología VAST,,,,,,,,,,
Subwoofers,P3D4-15,rockford-fosgate-p3d4-15,"Subwoofer Punch P3 de 15"" P3D4-15",Rockford Fosgate,Subwoofer de 15 pulgadas de doble bobina de 4 ohm,3800,,disponible,,FALSO,VERDADERO,,"15""",600,4,doble,192,86,,,,,,,,,,,,,,,,,,,,Potencia máxima,"1,200 W",Respuesta en frecuencia,22 Hz – 250 Hz,Diámetro de corte,353 mm,Diámetro de bobina,"63.5 mm (2.5"")",Cono,Aluminio anodizado con suspensión Santoprene y tecnología VAST,,,,,,,,,,
Subwoofers,P3SD4-10,rockford-fosgate-p3sd4-10,"Subwoofer Punch P3S de 10"" P3SD4-10",Rockford Fosgate,Subwoofer de 10 pulgadas de perfil bajo y doble bobina de 4 ohm,2900,,disponible,,FALSO,VERDADERO,,"10""",300,4,doble,89,83,,,,,,,,,,,,,,,,,,,,Potencia máxima,600 W,Cono,Aluminio anodizado con suspensión Santoprene M-Roll,Norma de potencia,CEA-2031,,,,,,,,,,,,,,
Subwoofers,P3SD4-12,rockford-fosgate-p3sd4-12,"Subwoofer Punch P3S de 12"" P3SD4-12",Rockford Fosgate,Subwoofer de 12 pulgadas de perfil bajo y doble bobina de 4 ohm,3100,,disponible,,VERDADERO,VERDADERO,,"12""",400,4,doble,92,85,,,,,,,,,,,,,,,,,,,,Potencia máxima,800 W,Respuesta en frecuencia,34 Hz – 250 Hz,Diámetro de corte,285 mm,Caja sellada recomendada,28.3 litros,Cono,Aluminio anodizado con suspensión Santoprene M-Roll,,,,,,,,,,
Subwoofers,PRX10FT,memphis-prx10ft,"Subwoofer Power Reference de 10"" PRX10FT",Memphis,"Subwoofer de 10 pulgadas Tri-Flex con triple bobina seleccionable a 1, 2 o 4 ohm",1550,,disponible,,FALSO,VERDADERO,,"10""",400,4,triple,,,,,,,,,,,,,,,,,,,,,,Impedancia,"Triple bobina Tri-Flex, seleccionable a 4 Ω, 2 Ω o 1 Ω",Potencia máxima,800 W,Enfriamiento,"DVVC, ventilación directa bajo la bobina",Ventaja,Formato compacto con la misma potencia que el modelo de 12 pulgadas,,,,,,,,,,,,
Subwoofers,PRX12FT,memphis-prx12ft,"Subwoofer Power Reference de 12"" PRX12FT",Memphis,"Subwoofer de 12 pulgadas Tri-Flex con triple bobina seleccionable a 1, 2 o 4 ohm",1650,,disponible,,FALSO,VERDADERO,,"12""",400,4,triple,,,,,,,,,,,,,,,,,,,,,,Impedancia,"Triple bobina Tri-Flex, seleccionable a 4 Ω, 2 Ω o 1 Ω",Potencia máxima,800 W,Enfriamiento,"DVVC, ventilación directa bajo la bobina",Ventaja,La triple bobina permite adaptar el subwoofer a casi cualquier amplificador sin cambiar de modelo,,,,,,,,,,,,
Subwoofers,PRX624,memphis-prx624,"Subwoofer Power Reference de 6.5"" PRX624",Memphis,Subwoofer compacto de 6.5 pulgadas con impedancia seleccionable de 2 u 4 ohm,800,,disponible,,FALSO,VERDADERO,,"6.5""",150,4,doble,76,82,,,,,,,,,,,,,,,,,,,,Impedancia,"Doble bobina con tecnología FLEX, seleccionable a 4 Ω o 2 Ω mediante jumpers",Potencia máxima,300 W,Respuesta en frecuencia,50 Hz – 150 Hz,Diámetro de corte,144 mm,Diámetro de bobina,"38 mm (1.5"")",Cono,"Papel tratado con suspensión de butilo de doble costura, canasta de acero estampado",,,,,,,,
Subwoofers,PRX824V2,memphis-prx824v2,"Subwoofer Power Reference de 8"" PRX824V2",Memphis,Subwoofer de 8 pulgadas con impedancia seleccionable de 2 u 4 ohm mediante Flex Plug,1400,,disponible,,FALSO,VERDADERO,,"8""",200,4,doble,130,,,,,,,,,,,,,,,,,,,,,Impedancia,"Doble bobina con tecnología FLEX, seleccionable a 4 Ω o 2 Ω",Selector,"Flex Plug: el cambio de impedancia se hace moviendo un conector, sin recablear",Serie,Power Reference,Cono,Polipropileno negro con suspensión de butilo de doble costura,Enfriamiento,"DVVC, ventilación directa bajo la bobina",Ventaja,Permite agregar un segundo woofer más adelante sin cambiar de amplificador,Potencia máxima,400 W,,,,,,
Subwoofers,PRXE12DFT,memphis-prxe12dft,"Cajón Power Reference doble de 12"" PRXE12DFT",Memphis,Cajón ventilado con dos subwoofers de 12 pulgadas e impedancia seleccionable,6000,,disponible,,VERDADERO,VERDADERO,,"12""",800,2,doble,,,,,,,,,,,,,,,,,,,,,,Impedancia,"Tecnología FLEX, seleccionable a 2 Ω, 1 Ω o 0.5 Ω",Configuración,Cajón cargado de fábrica con dos subwoofers de 12 pulgadas,Diseño,Ventilado con puerto rectangular de disparo frontal para bajo limpio,Iluminación,"Conos con LED RGB y logo Memphis iluminado, requiere controlador RGB",Construcción,MDF sólido con acabado alfombrado,Ventaja,Sintonizado en fábrica a los parámetros Thiele-Small de los woofers Power Reference,Potencia máxima,"1,600 W",,,,,,
Subwoofers,PRXE12SFT,memphis-prxe12sft,"Cajón Power Reference singular de 12"" PRXE12SFT",Memphis,Cajón ventilado con un subwoofer de 12 pulgadas e impedancia seleccionable,4000,,disponible,,VERDADERO,VERDADERO,,"12""",300,4,simple,,,,,,,,,,,,,,,,,,,,,,Impedancia,"Tecnología FLEX, seleccionable a 4 Ω, 2 Ω o 1 Ω",Configuración,Cajón cargado de fábrica con un subwoofer de 12 pulgadas,Diseño,Ventilado con puerto frontal abocinado que reduce distorsión,Iluminación,"Cono con LED RGB y logo Memphis iluminado, requiere controlador RGB",Construcción,MDF sólido con acabado alfombrado,Ventaja,"Formato compacto, sintonizado a los parámetros del woofer Power Reference",,,,,,,,
Subwoofers,PRXL10FT,memphis-prxl10ft,"Subwoofer Power Reference de 10"" PRXL10FT",Memphis,Subwoofer de 10 pulgadas Tri-Flex con triple bobina seleccionable e iluminación RGB,1850,,disponible,,FALSO,VERDADERO,,"10""",350,4,triple,,,,,,,,,,,,,,,,,,,,,,Impedancia,"Triple bobina Tri-Flex, seleccionable a 4 Ω, 2 Ω o 1 Ω",Iluminación,LED RGB integrada en el cono,Enfriamiento,"DVVC, ventilación directa bajo la bobina",Ventaja,La triple bobina permite adaptarlo a casi cualquier amplificador sin cambiar de modelo,,,,,,,,,,,,
Subwoofers,PRXL12FT,memphis-prxl12ft,"Subwoofer Power Reference de 12"" PRXL12FT",Memphis,Subwoofer de 12 pulgadas Tri-Flex con triple bobina seleccionable y iluminación RGB,2000,,disponible,,FALSO,VERDADERO,,"12""",400,4,triple,,,,,,,,,,,,,,,,,,,,,,Impedancia,"Triple bobina Tri-Flex, seleccionable a 4 Ω, 2 Ω o 1 Ω",Iluminación,LED RGB integrada en el cono,Enfriamiento,"DVVC, ventilación directa bajo la bobina",Ventaja,La triple bobina permite adaptar el subwoofer a casi cualquier amplificador sin cambiar de modelo,Potencia máxima,800 W,,,,,,,,,,
Subwoofers,PRXS1024,memphis-prxs1024,"Subwoofer Slim Power Reference de 10"" PRXS1024",Memphis,Subwoofer de 10 pulgadas de perfil delgado con impedancia seleccionable de 2 u 4 ohm,2800,,disponible,,FALSO,VERDADERO,,"10""",350,4,doble,76,84,,,,,,,,,,,,,,,,,,,,Impedancia,"Doble bobina con tecnología FLEX, seleccionable a 4 Ω o 2 Ω",Potencia máxima,700 W,Diámetro de corte,229 mm,Imán,50 oz,Cono,Polipropileno inyectado con suspensión de hule y enfriamiento DVVC,Canasta,Acero estampado de servicio pesado,,,,,,,,
Subwoofers,PRXS1224,memphis-prxs1224,"Subwoofer Slim Power Reference de 12"" PRXS1224",Memphis,Subwoofer de 12 pulgadas de perfil delgado con impedancia seleccionable de 2 u 4 ohm,3000,,disponible,,FALSO,VERDADERO,,"12""",350,4,doble,76,86.3,,,,,,,,,,,,,,,,,,,,Impedancia,"Doble bobina con tecnología FLEX, seleccionable a 4 Ω o 2 Ω",Cono,Polipropileno inyectado con tapa de polvo a juego y suspensión de hule,Enfriamiento,"DVVC, ventilación directa bajo la bobina",Canasta,Acero estampado de servicio pesado,Potencia máxima,700 W,,,,,,,,,,
Subwoofers,R2SD4-10,rockford-fosgate-r2sd4-10,"Subwoofer Prime R2 de 10"" R2SD4-10",Rockford Fosgate,Subwoofer de 10 pulgadas de perfil bajo y doble bobina de 4 ohm,1700,,disponible,,FALSO,VERDADERO,,"10""",200,4,doble,86,82,,,,,,,,,,,,,,,,,,,,Potencia máxima,400 W,Cono,Polipropileno inyectado con mica (MIPP),Suspensión,Poli-espuma,Optimizado para,Cajas selladas,,,,,,,,,,,,
Subwoofers,R2SD4-12,rockford-fosgate-r2sd4-12,"Subwoofer Prime R2 de 12"" R2SD4-12",Rockford Fosgate,Subwoofer de 12 pulgadas de perfil bajo y doble bobina de 4 ohm,1800,,disponible,,FALSO,VERDADERO,,"12""",250,4,doble,91,85,,,,,,,,,,,,,,,,,,,,Potencia máxima,500 W,Cono,Polipropileno inyectado con mica (MIPP),Suspensión,Poli-espuma,Optimizado para,Cajas selladas,,,,,,,,,,,,
Subwoofers,RZRPRO10SE,memphis-rzrpro10se,"Cajón amplificado 10"" para Polaris RZR",Memphis,Cajón amplificado de 10 pulgadas de ajuste directo para Polaris RZR con LED RGB,8000,,disponible,,FALSO,VERDADERO,,"10""",300,2,simple,,,,,,,,,,,,,,,,,,,,,,Amplificador,"Grado marino integrado, emparejado de fábrica con el subwoofer",Configuración,Cajón amplificado de ajuste directo con subwoofer de 10 pulgadas,Aplicación,Polaris RZR 2014 y posteriores,Construcción,"Cajón de HDPE rotomoldeado, sintonizado para máxima salida",Iluminación,Cono retroiluminado con LED RGB,Instalación,"Ajuste directo, no requiere fabricación",,,,,,,,
Subwoofers,SDR-104D,kbt-sdr-104d,"Subwoofer Soldier de 10"" SDR-104D",KBT,Subwoofer de 10 pulgadas de doble bobina de 4 ohm de la línea Soldier,650,,disponible,,FALSO,VERDADERO,,"10""",400,4,doble,,,,,,,,,,,,,,,,,,,,,,Construcción,Cono de papel moldeado térmicamente con estructura grado militar,Línea,Soldier,Configuración,Doble bobina: permite cablear a 2 Ω o a 8 Ω según el amplificador,,,,,,,,,,,,,,
Subwoofers,SDR-124D,kbt-sdr-124d,"Subwoofer Soldier de 12"" SDR-124D",KBT,Subwoofer de 12 pulgadas de doble bobina de 4 ohm de la línea Soldier,750,,disponible,,VERDADERO,VERDADERO,,"12""",500,4,doble,,,,,,,,,,,,,,,,,,,,,,Construcción,Cono de papel moldeado térmicamente con estructura grado militar,Línea,Soldier,Configuración,Doble bobina: permite cablear a 2 Ω o a 8 Ω según el amplificador,,,,,,,,,,,,,,
Subwoofers,SGT-S104D,kbt-sgt-s104d,"Subwoofer Sergeant de 10"" SGT-S104D",KBT,"Subwoofer de 10 pulgadas de doble bobina de 4 ohm de la línea Sergeant, perfil plano para espacios reducidos",1050,,disponible,,FALSO,VERDADERO,,"10""",500,4,doble,,,,,,,,,,,,,,,,,,,,,,Perfil,"Plano, de baja profundidad de montaje para instalaciones bajo asiento",Línea,Sergeant,Construcción,Cono de papel moldeado térmicamente con estructura grado militar,Configuración,Doble bobina: permite cablear a 2 Ω o a 8 Ω según el amplificador,,,,,,,,,,,,
Subwoofers,SGT-S124D,kbt-sgt-s124d,"Subwoofer Sergeant de 12"" SGT-S124D",KBT,"Subwoofer de 12 pulgadas de doble bobina de 4 ohm de la línea Sergeant, perfil plano para espacios reducidos",1100,,disponible,,VERDADERO,VERDADERO,,"12""",600,4,doble,,,,,,,,,,,,,,,,,,,,,,Potencia máxima,600 W,Línea,Sergeant,Perfil,"Plano, de baja profundidad de montaje para instalaciones bajo asiento",Construcción,Cono de papel moldeado térmicamente con estructura grado militar,Configuración,Doble bobina: permite cablear a 2 Ω o a 8 Ω según el amplificador,,,,,,,,,,
Subwoofers,SRX1244,memphis-srx1244,"Subwoofer Street Reference de 12"" SRX1244",Memphis,Subwoofer de 12 pulgadas de doble bobina de 4 ohm para caja sellada o ventilada,1000,,disponible,,FALSO,VERDADERO,,"12""",300,4,doble,125,85.5,,,,,,,,,,,,,,,,,,,,Potencia máxima,600 W,Diámetro de corte,281 mm,Cono,Polipropileno con suspensión de hule y araña progresiva de poli-algodón,Bobina,"Soporte de aluminio anodizado, terminales de compresión calibre 12",Caja recomendada,28.3 litros sellada · 62.3 litros ventilada,,,,,,,,,,
Subwoofers,SRXE12DP,memphis-srxe12dp,"Cajón amplificado Street Reference doble de 12"" SRXE12DP con amplificador SRX600.1V",Memphis,Cajón ventilado con dos subwoofers de 12 pulgadas y amplificador SRX600.1V incluido,5500,,disponible,,VERDADERO,VERDADERO,,"12""",500,2,simple,,,,,,,,,,,,,,,,,,,,,,Amplificador,SRX600.1V monoblock de 600 W RMS incluido,Configuración,"Sistema completo: cajón, dos subwoofers de 12 pulgadas y amplificador",Diseño,"Ventilado con puerto frontal, sintonizado a los parámetros de los woofers",Iluminación,"Panel frontal con LED RGB, cableable a un color fijo o al controlador MXRGBBTC",Dimensiones,"85 × 35 × 30/36 cm (33.5"" L × 13.75"" H × 11.9""/14.3"" P)",Instalación,"Ajuste universal, puede requerir adaptación menor",Ventaja,Solución llave en mano: no requiere calcular caja ni emparejar amplificador,,,,,,
Subwoofers,SRXE12SA,memphis-srxe12sa,"Cajón amplificado Street Reference singular de 12"" SRXE12SA",Memphis,Cajón ventilado con subwoofer de 12 pulgadas y amplificador de 300 W integrado,3700,,disponible,,VERDADERO,VERDADERO,,"12""",250,2,simple,,,,,,,,,,,,,,,,,,,,,,Amplificador,300 W integrado,Configuración,"Sistema de bajos completo: cajón, subwoofer y amplificador en una sola pieza",Diseño,Cajón ventilado (ported),Ventaja,"Solución todo en uno: solo requiere corriente, tierra, remoto y señal",Serie,Street Reference,,,,,,,,,,
Subwoofers,T1S2-10S,rockford-fosgate-t1s2-10s,"Subwoofer Power T1 Slim de 10"" T1S2-10S",Rockford Fosgate,"Subwoofer de 10 pulgadas de perfil bajo y bobina simple de 2 ohm, optimizado para caja sellada",6400,,disponible,,FALSO,VERDADERO,,"10""",500,2,simple,76,82,,,,,,,,,,,,,,,,,,,,Potencia máxima,"1,000 W",Diámetro de corte,232 mm,Cono,"Fibra de carbono, PMI y fibra de vidrio con tapa de aluminio y suspensión de espuma con tecnología VAST",Motor,"Neodimio de alta temperatura, bobina CCA de 58 mm, Xmax 15 mm",Optimizado para,Cajas selladas,,,,,,,,,,
Subwoofers,TS-W312D4,pioneer-ts-w312d4,"Subwoofer Champion Series 12"" TS-W312D4",Pioneer,Subwoofer de 12 pulgadas de doble bobina para caja sellada o ventilada,800,,disponible,,VERDADERO,VERDADERO,,"12""",500,4,doble,157,92,,,,,,,,,,,,,,,,,,,,Potencia máxima,"1,600 W",Respuesta en frecuencia,20 Hz – 1.6 kHz,Diámetro de corte,ø283 mm,Frecuencia de resonancia,37 Hz,Caja recomendada,35.4 litros,,,,,,,,,,
Subwoofers,VPAS12,cerwin-vega-vpas12,"Subwoofer amplificado de 12"" VPAS12",Cerwin Vega,Subwoofer amplificado de 12 pulgadas con radiador pasivo para instalación bajo asiento,3000,,disponible,,FALSO,VERDADERO,,"12""",250,4,simple,,,,,,,,,,,,,,,,,,,,,,Amplificador,Clase D integrado en disipador de aluminio fundido,Potencia máxima,600 W,Diseño,Caja compacta con radiador pasivo para instalación bajo asiento o en cajuela,Controles,Refuerzo de graves variable e inversión de fase de 0 o 180 grados,Entradas,"RCA y de nivel de bocina, compatible con radio original o de reemplazo",,,,,,,,,,
Subwoofers,VR10,cerwin-vega-vr10,"Subwoofer amplificado de 10"" VR10",Cerwin Vega,Subwoofer de 10 pulgadas de la serie VR para caja sellada o ventilada,2500,,disponible,,VERDADERO,VERDADERO,,"10""",120,4,simple,,,,,,,,,,,,,,,,,,,,,,Potencia máxima,300 W,Serie,VR,Aplicación,"Caja sellada o ventilada, alimentado por amplificador monoblock",,,,,,,,,,,,,,
Subwoofers,XED12V2,cerwin-vega-xed12v2,"Subwoofer XED de 12"" XED12V2",Cerwin Vega,Subwoofer de 12 pulgadas de bobina simple de 4 ohm para caja sellada o ventilada,550,,disponible,,VERDADERO,VERDADERO,,"12""",150,4,simple,132,85.5,,,,,,,,,,,,,,,,,,,,Potencia máxima,"1,000 W",Diámetro de corte,274.8 mm,Cono,Polipropileno parabólico con suspensión de espuma de alto recorrido,,,,,,,,,,,,,,
